year,plot_id,survey,timing,date,plot_tran,transect_id,transect_rep,data_type,fuel_class,value,value_si,units,units_si,lab_fuel,lab_timing
2021,FOR06,cont,pre,2021-06-16,FOR06_H2,H2,1,wd,hr1000r,0,0,tons_per_acre,tons_per_hectare,1000-hr rotten,Pre-thinning
2021,FOR06,trmt,post,2021-10-19,FOR06_H2,H2,1,wd,hr1000r,0,0,tons_per_acre,tons_per_hectare,1000-hr rotten,Post-thinning
2021,FOR06,cont,pre,2021-06-16,FOR06_H3,H3,1,wd,hr1000r,0,0,tons_per_acre,tons_per_hectare,1000-hr rotten,Pre-thinning
2021,FOR06,trmt,post,2021-10-19,FOR06_H3,H3,1,wd,hr1000r,0,0,tons_per_acre,tons_per_hectare,1000-hr rotten,Post-thinning
2021,FOR07,cont,pre,2021-06-10,FOR07_H1,H1,1,wd,hr1000r,0,0,tons_per_acre,tons_per_hectare,1000-hr rotten,Pre-thinning
2021,FOR07,trmt,post,2021-10-18,FOR07_H1,H1,1,wd,hr1000r,0,0,tons_per_acre,tons_per_hectare,1000-hr rotten,Post-thinning
2021,FOR07,cont,pre,2021-06-10,FOR07_H2,H2,1,wd,hr1000r,0,0,tons_per_acre,tons_per_hectare,1000-hr rotten,Pre-thinning
2021,FOR07,trmt,post,2021-10-18,FOR07_H2,H2,1,wd,hr1000r,0,0,tons_per_acre,tons_per_hectare,1000-hr rotten,Post-thinning
2021,FOR07,cont,pre,2021-06-10,FOR07_H3,H3,1,wd,hr1000r,0,0,tons_per_acre,tons_per_hectare,1000-hr rotten,Pre-thinning
2021,FOR07,trmt,post,2021-10-18,FOR07_H3,H3,1,wd,hr1000r,0,0,tons_per_acre,tons_per_hectare,1000-hr rotten,Post-thinning
2021,FOR08,cont,pre,2021-06-15,FOR08_H1,H1,1,wd,hr1000r,0,0,tons_per_acre,tons_per_hectare,1000-hr rotten,Pre-thinning
2021,FOR08,trmt,post,2021-10-19,FOR08_H1,H1,1,wd,hr1000r,0,0,tons_per_acre,tons_per_hectare,1000-hr rotten,Post-thinning
2021,FOR08,cont,pre,2021-06-15,FOR08_H2,H2,1,wd,hr1000r,46.58094728792019,104.43448381951707,tons_per_acre,tons_per_hectare,1000-hr rotten,Pre-thinning
2021,FOR08,trmt,post,2021-10-19,FOR08_H2,H2,1,wd,hr1000r,0,0,tons_per_acre,tons_per_hectare,1000-hr rotten,Post-thinning
2021,FOR08,cont,pre,2021-06-15,FOR08_H3,H3,1,wd,hr1000r,0,0,tons_per_acre,tons_per_hectare,1000-hr rotten,Pre-thinning
2021,FOR08,trmt,post,2021-10-19,FOR08_H3,H3,1,wd,hr1000r,0,0,tons_per_acre,tons_per_hectare,1000-hr rotten,Post-thinning
2021,FOR10,cont,pre,2021-06-09,FOR10_H1,H1,1,wd,hr1000r,0,0,tons_per_acre,tons_per_hectare,1000-hr rotten,Pre-thinning
2021,FOR10,trmt,post,2021-12-09,FOR10_H1,H1,1,wd,hr1000r,0,0,tons_per_acre,tons_per_hectare,1000-hr rotten,Post-thinning
2021,FOR10,cont,pre,2021-06-09,FOR10_H2,H2,1,wd,hr1000r,0,0,tons_per_acre,tons_per_hectare,1000-hr rotten,Pre-thinning
2021,FOR10,trmt,post,2021-12-09,FOR10_H2,H2,1,wd,hr1000r,0,0,tons_per_acre,tons_per_hectare,1000-hr rotten,Post-thinning
2021,FOR10,cont,pre,2021-06-09,FOR10_H3,H3,1,wd,hr1000r,0,0,tons_per_acre,tons_per_hectare,1000-hr rotten,Pre-thinning
2021,FOR10,trmt,post,2021-12-09,FOR10_H3,H3,1,wd,hr1000r,0,0,tons_per_acre,tons_per_hectare,1000-hr rotten,Post-thinning
2021,FOR05,cont,pre,2021-07-07,FOR05_H1,H1,1,dl,litter,1.968503937,4.99999999998,depth_in_inches,depth_in_cm,Litter,Pre-thinning
2021,FOR05,trmt,post,2021-10-19,FOR05_H1,H1,1,dl,litter,2.7559055118,6.999999999972,depth_in_inches,depth_in_cm,Litter,Post-thinning
2021,FOR05,cont,pre,2021-07-07,FOR05_H2,H2,1,dl,litter,1.5748031496,3.999999999984,depth_in_inches,depth_in_cm,Litter,Pre-thinning
2021,FOR05,trmt,post,2021-10-19,FOR05_H2,H2,1,dl,litter,1.968503937,4.99999999998,depth_in_inches,depth_in_cm,Litter,Post-thinning
2021,FOR05,cont,pre,2021-07-07,FOR05_H3,H3,1,dl,litter,2.7559055118,6.999999999972,depth_in_inches,depth_in_cm,Litter,Pre-thinning
2021,FOR05,trmt,post,2021-10-19,FOR05_H3,H3,1,dl,litter,1.5748031496,3.999999999984,depth_in_inches,depth_in_cm,Litter,Post-thinning
2021,FOR06,cont,pre,2021-06-16,FOR06_H1,H1,1,dl,litter,2.3622047243999997,5.999999999976,depth_in_inches,depth_in_cm,Litter,Pre-thinning
2021,FOR06,trmt,post,2021-10-19,FOR06_H1,H1,1,dl,litter,0.7874015748,1.999999999992,depth_in_inches,depth_in_cm,Litter,Post-thinning
2021,FOR06,cont,pre,2021-06-16,FOR06_H2,H2,1,dl,litter,0.7874015748,1.999999999992,depth_in_inches,depth_in_cm,Litter,Pre-thinning
2021,FOR06,trmt,post,2021-10-19,FOR06_H2,H2,1,dl,litter,1.5748031496,3.999999999984,depth_in_inches,depth_in_cm,Litter,Post-thinning
2021,FOR06,cont,pre,2021-06-16,FOR06_H3,H3,1,dl,litter,2.7559055118,6.999999999972,depth_in_inches,depth_in_cm,Litter,Pre-thinning
2021,FOR06,trmt,post,2021-10-19,FOR06_H3,H3,1,dl,litter,0.7874015748,1.999999999992,depth_in_inches,depth_in_cm,Litter,Post-thinning
2021,FOR07,cont,pre,2021-06-10,FOR07_H1,H1,1,dl,litter,0.7874015748,1.999999999992,depth_in_inches,depth_in_cm,Litter,Pre-thinning
2021,FOR07,trmt,post,2021-10-18,FOR07_H1,H1,1,dl,litter,1.7716535432999998,4.499999999981999,depth_in_inches,depth_in_cm,Litter,Post-thinning
2021,FOR07,cont,pre,2021-06-10,FOR07_H2,H2,1,dl,litter,0.7874015748,1.999999999992,depth_in_inches,depth_in_cm,Litter,Pre-thinning
2021,FOR07,trmt,post,2021-10-18,FOR07_H2,H2,1,dl,litter,0.7874015748,1.999999999992,depth_in_inches,depth_in_cm,Litter,Post-thinning
2021,FOR07,cont,pre,2021-06-10,FOR07_H3,H3,1,dl,litter,1.968503937,4.99999999998,depth_in_inches,depth_in_cm,Litter,Pre-thinning
2021,FOR07,trmt,post,2021-10-18,FOR07_H3,H3,1,dl,litter,0.7874015748,1.999999999992,depth_in_inches,depth_in_cm,Litter,Post-thinning
2021,FOR08,cont,pre,2021-06-15,FOR08_H1,H1,1,dl,litter,0.3937007874,0.999999999996,depth_in_inches,depth_in_cm,Litter,Pre-thinning
2021,FOR08,trmt,post,2021-10-19,FOR08_H1,H1,1,dl,litter,1.1811023621999999,2.999999999988,depth_in_inches,depth_in_cm,Litter,Post-thinning
2021,FOR08,cont,pre,2021-06-15,FOR08_H2,H2,1,dl,litter,0.3937007874,0.999999999996,depth_in_inches,depth_in_cm,Litter,Pre-thinning
2021,FOR08,trmt,post,2021-10-19,FOR08_H2,H2,1,dl,litter,1.1811023621999999,2.999999999988,depth_in_inches,depth_in_cm,Litter,Post-thinning
2021,FOR08,cont,pre,2021-06-15,FOR08_H3,H3,1,dl,litter,1.968503937,4.99999999998,depth_in_inches,depth_in_cm,Litter,Pre-thinning
2021,FOR08,trmt,post,2021-10-19,FOR08_H3,H3,1,dl,litter,1.1811023621999999,2.999999999988,depth_in_inches,depth_in_cm,Litter,Post-thinning
2021,FOR10,cont,pre,2021-06-09,FOR10_H1,H1,1,dl,litter,2.7559055118,6.999999999972,depth_in_inches,depth_in_cm,Litter,Pre-thinning
2021,FOR10,trmt,post,2021-12-09,FOR10_H1,H1,1,dl,litter,0.3937007874,0.999999999996,depth_in_inches,depth_in_cm,Litter,Post-thinning
2021,FOR10,cont,pre,2021-06-09,FOR10_H2,H2,1,dl,litter,0.7874015748,1.999999999992,depth_in_inches,depth_in_cm,Litter,Pre-thinning
2021,FOR10,trmt,post,2021-12-09,FOR10_H2,H2,1,dl,litter,0.7874015748,1.999999999992,depth_in_inches,depth_in_cm,Litter,Post-thinning
2021,FOR10,cont,pre,2021-06-09,FOR10_H3,H3,1,dl,litter,1.5748031496,3.999999999984,depth_in_inches,depth_in_cm,Litter,Pre-thinning
2021,FOR10,trmt,post,2021-12-09,FOR10_H3,H3,1,dl,litter,0.3937007874,0.999999999996,depth_in_inches,depth_in_cm,Litter,Post-thinning
2021,FOR05,cont,pre,2021-07-07,FOR05_H1,H1,2,dl,litter,2.3622047243999997,5.999999999976,depth_in_inches,depth_in_cm,Litter,Pre-thinning
2021,FOR05,trmt,post,2021-10-19,FOR05_H1,H1,2,dl,litter,1.1811023621999999,2.999999999988,depth_in_inches,depth_in_cm,Litter,Post-thinning
2021,FOR05,cont,pre,2021-07-07,FOR05_H2,H2,2,dl,litter,2.3622047243999997,5.999999999976,depth_in_inches,depth_in_cm,Litter,Pre-thinning
2021,FOR05,trmt,post,2021-10-19,FOR05_H2,H2,2,dl,litter,1.5748031496,3.999999999984,depth_in_inches,depth_in_cm,Litter,Post-thinning
2021,FOR05,cont,pre,2021-07-07,FOR05_H3,H3,2,dl,litter,0.7874015748,1.999999999992,depth_in_inches,depth_in_cm,Litter,Pre-thinning
2021,FOR05,trmt,post,2021-10-19,FOR05_H3,H3,2,dl,litter,0.7874015748,1.999999999992,depth_in_inches,depth_in_cm,Litter,Post-thinning
2021,FOR06,cont,pre,2021-06-16,FOR06_H1,H1,2,dl,litter,1.1811023621999999,2.999999999988,depth_in_inches,depth_in_cm,Litter,Pre-thinning
2021,FOR06,trmt,post,2021-10-19,FOR06_H1,H1,2,dl,litter,1.1811023621999999,2.999999999988,depth_in_inches,depth_in_cm,Litter,Post-thinning
2021,FOR06,cont,pre,2021-06-16,FOR06_H2,H2,2,dl,litter,0.3937007874,0.999999999996,depth_in_inches,depth_in_cm,Litter,Pre-thinning
2021,FOR06,trmt,post,2021-10-19,FOR06_H2,H2,2,dl,litter,0.7874015748,1.999999999992,depth_in_inches,depth_in_cm,Litter,Post-thinning
2021,FOR06,cont,pre,2021-06-16,FOR06_H3,H3,2,dl,litter,2.3622047243999997,5.999999999976,depth_in_inches,depth_in_cm,Litter,Pre-thinning
2021,FOR06,trmt,post,2021-10-19,FOR06_H3,H3,2,dl,litter,0.7874015748,1.999999999992,depth_in_inches,depth_in_cm,Litter,Post-thinning
2021,FOR07,cont,pre,2021-06-10,FOR07_H1,H1,2,dl,litter,1.5748031496,3.999999999984,depth_in_inches,depth_in_cm,Litter,Pre-thinning
2021,FOR07,trmt,post,2021-10-18,FOR07_H1,H1,2,dl,litter,0.5905511810999999,1.499999999994,depth_in_inches,depth_in_cm,Litter,Post-thinning
2021,FOR07,cont,pre,2021-06-10,FOR07_H2,H2,2,dl,litter,4.7244094487999995,11.999999999952,depth_in_inches,depth_in_cm,Litter,Pre-thinning
2021,FOR07,trmt,post,2021-10-18,FOR07_H2,H2,2,dl,litter,1.5748031496,3.999999999984,depth_in_inches,depth_in_cm,Litter,Post-thinning
2021,FOR07,cont,pre,2021-06-10,FOR07_H3,H3,2,dl,litter,1.5748031496,3.999999999984,depth_in_inches,depth_in_cm,Litter,Pre-thinning
2021,FOR07,trmt,post,2021-10-18,FOR07_H3,H3,2,dl,litter,1.1811023621999999,2.999999999988,depth_in_inches,depth_in_cm,Litter,Post-thinning
2021,FOR08,cont,pre,2021-06-15,FOR08_H1,H1,2,dl,litter,0.3937007874,0.999999999996,depth_in_inches,depth_in_cm,Litter,Pre-thinning
2021,FOR08,trmt,post,2021-10-19,FOR08_H1,H1,2,dl,litter,0.3937007874,0.999999999996,depth_in_inches,depth_in_cm,Litter,Post-thinning
2021,FOR08,cont,pre,2021-06-15,FOR08_H2,H2,2,dl,litter,0.3937007874,0.999999999996,depth_in_inches,depth_in_cm,Litter,Pre-thinning
2021,FOR08,trmt,post,2021-10-19,FOR08_H2,H2,2,dl,litter,1.1811023621999999,2.999999999988,depth_in_inches,depth_in_cm,Litter,Post-thinning
2021,FOR08,cont,pre,2021-06-15,FOR08_H3,H3,2,dl,litter,3.937007874,9.99999999996,depth_in_inches,depth_in_cm,Litter,Pre-thinning
2021,FOR08,trmt,post,2021-10-19,FOR08_H3,H3,2,dl,litter,1.5748031496,3.999999999984,depth_in_inches,depth_in_cm,Litter,Post-thinning
2021,FOR10,cont,pre,2021-06-09,FOR10_H1,H1,2,dl,litter,1.1811023621999999,2.999999999988,depth_in_inches,depth_in_cm,Litter,Pre-thinning
2021,FOR10,trmt,post,2021-12-09,FOR10_H1,H1,2,dl,litter,0.3937007874,0.999999999996,depth_in_inches,depth_in_cm,Litter,Post-thinning
2021,FOR10,cont,pre,2021-06-09,FOR10_H2,H2,2,dl,litter,1.1811023621999999,2.999999999988,depth_in_inches,depth_in_cm,Litter,Pre-thinning
2021,FOR10,trmt,post,2021-12-09,FOR10_H2,H2,2,dl,litter,0.3937007874,0.999999999996,depth_in_inches,depth_in_cm,Litter,Post-thinning
2021,FOR10,cont,pre,2021-06-09,FOR10_H3,H3,2,dl,litter,1.5748031496,3.999999999984,depth_in_inches,depth_in_cm,Litter,Pre-thinning
2021,FOR10,trmt,post,2021-12-09,FOR10_H3,H3,2,dl,litter,0.7874015748,1.999999999992,depth_in_inches,depth_in_cm,Litter,Post-thinning
2021,FOR05,cont,pre,2021-07-07,FOR05_H1,H1,1,dl,duff,0.7874015748,1.999999999992,depth_in_inches,depth_in_cm,Duff,Pre-thinning
2021,FOR05,trmt,post,2021-10-19,FOR05_H1,H1,1,dl,duff,0.7874015748,1.999999999992,depth_in_inches,depth_in_cm,Duff,Post-thinning
2021,FOR05,cont,pre,2021-07-07,FOR05_H2,H2,1,dl,duff,0.3937007874,0.999999999996,depth_in_inches,depth_in_cm,Duff,Pre-thinning
2021,FOR05,trmt,post,2021-10-19,FOR05_H2,H2,1,dl,duff,1.1811023621999999,2.999999999988,depth_in_inches,depth_in_cm,Duff,Post-thinning
2021,FOR05,cont,pre,2021-07-07,FOR05_H3,H3,1,dl,duff,0,0,depth_in_inches,depth_in_cm,Duff,Pre-thinning
2021,FOR05,trmt,post,2021-10-19,FOR05_H3,H3,1,dl,duff,0.3937007874,0.999999999996,depth_in_inches,depth_in_cm,Duff,Post-thinning
2021,FOR06,cont,pre,2021-06-16,FOR06_H1,H1,1,dl,duff,0,0,depth_in_inches,depth_in_cm,Duff,Pre-thinning
2021,FOR06,trmt,post,2021-10-19,FOR06_H1,H1,1,dl,duff,0,0,depth_in_inches,depth_in_cm,Duff,Post-thinning
2021,FOR06,cont,pre,2021-06-16,FOR06_H2,H2,1,dl,duff,0,0,depth_in_inches,depth_in_cm,Duff,Pre-thinning
2021,FOR06,trmt,post,2021-10-19,FOR06_H2,H2,1,dl,duff,0.3937007874,0.999999999996,depth_in_inches,depth_in_cm,Duff,Post-thinning
2021,FOR06,cont,pre,2021-06-16,FOR06_H3,H3,1,dl,duff,0,0,depth_in_inches,depth_in_cm,Duff,Pre-thinning
2021,FOR06,trmt,post,2021-10-19,FOR06_H3,H3,1,dl,duff,0,0,depth_in_inches,depth_in_cm,Duff,Post-thinning
2021,FOR07,cont,pre,2021-06-10,FOR07_H1,H1,1,dl,duff,0,0,depth_in_inches,depth_in_cm,Duff,Pre-thinning
2021,FOR07,trmt,post,2021-10-18,FOR07_H1,H1,1,dl,duff,0.3937007874,0.999999999996,depth_in_inches,depth_in_cm,Duff,Post-thinning
2021,FOR07,cont,pre,2021-06-10,FOR07_H2,H2,1,dl,duff,0,0,depth_in_inches,depth_in_cm,Duff,Pre-thinning
2021,FOR07,trmt,post,2021-10-18,FOR07_H2,H2,1,dl,duff,0.1968503937,0.499999999998,depth_in_inches,depth_in_cm,Duff,Post-thinning
2021,FOR07,cont,pre,2021-06-10,FOR07_H3,H3,1,dl,duff,0,0,depth_in_inches,depth_in_cm,Duff,Pre-thinning
2021,FOR07,trmt,post,2021-10-18,FOR07_H3,H3,1,dl,duff,0.3937007874,0.999999999996,depth_in_inches,depth_in_cm,Duff,Post-thinning
2021,FOR08,cont,pre,2021-06-15,FOR08_H1,H1,1,dl,duff,0.3937007874,0.999999999996,depth_in_inches,depth_in_cm,Duff,Pre-thinning
2021,FOR08,trmt,post,2021-10-19,FOR08_H1,H1,1,dl,duff,0.3937007874,0.999999999996,depth_in_inches,depth_in_cm,Duff,Post-thinning
2021,FOR08,cont,pre,2021-06-15,FOR08_H2,H2,1,dl,duff,1.1811023621999999,2.999999999988,depth_in_inches,depth_in_cm,Duff,Pre-thinning
2021,FOR08,trmt,post,2021-10-19,FOR08_H2,H2,1,dl,duff,0.7874015748,1.999999999992,depth_in_inches,depth_in_cm,Duff,Post-thinning
2021,FOR08,cont,pre,2021-06-15,FOR08_H3,H3,1,dl,duff,0.3937007874,0.999999999996,depth_in_inches,depth_in_cm,Duff,Pre-thinning
2021,FOR08,trmt,post,2021-10-19,FOR08_H3,H3,1,dl,duff,0.7874015748,1.999999999992,depth_in_inches,depth_in_cm,Duff,Post-thinning
2021,FOR10,cont,pre,2021-06-09,FOR10_H1,H1,1,dl,duff,0,0,depth_in_inches,depth_in_cm,Duff,Pre-thinning
2021,FOR10,trmt,post,2021-12-09,FOR10_H1,H1,1,dl,duff,0,0,depth_in_inches,depth_in_cm,Duff,Post-thinning
2021,FOR10,cont,pre,2021-06-09,FOR10_H2,H2,1,dl,duff,0,0,depth_in_inches,depth_in_cm,Duff,Pre-thinning
2021,FOR10,trmt,post,2021-12-09,FOR10_H2,H2,1,dl,duff,0,0,depth_in_inches,depth_in_cm,Duff,Post-thinning
2021,FOR10,cont,pre,2021-06-09,FOR10_H3,H3,1,dl,duff,0,0,depth_in_inches,depth_in_cm,Duff,Pre-thinning
2021,FOR10,trmt,post,2021-12-09,FOR10_H3,H3,1,dl,duff,0,0,depth_in_inches,depth_in_cm,Duff,Post-thinning
2021,FOR05,cont,pre,2021-07-07,FOR05_H1,H1,2,dl,duff,0.3937007874,0.999999999996,depth_in_inches,depth_in_cm,Duff,Pre-thinning
2021,FOR05,trmt,post,2021-10-19,FOR05_H1,H1,2,dl,duff,0.3937007874,0.999999999996,depth_in_inches,depth_in_cm,Duff,Post-thinning
2021,FOR05,cont,pre,2021-07-07,FOR05_H2,H2,2,dl,duff,0.7874015748,1.999999999992,depth_in_inches,depth_in_cm,Duff,Pre-thinning
2021,FOR05,trmt,post,2021-10-19,FOR05_H2,H2,2,dl,duff,0,0,depth_in_inches,depth_in_cm,Duff,Post-thinning
2021,FOR05,cont,pre,2021-07-07,FOR05_H3,H3,2,dl,duff,0,0,depth_in_inches,depth_in_cm,Duff,Pre-thinning
2021,FOR05,trmt,post,2021-10-19,FOR05_H3,H3,2,dl,duff,0,0,depth_in_inches,depth_in_cm,Duff,Post-thinning
2021,FOR06,cont,pre,2021-06-16,FOR06_H1,H1,2,dl,duff,0,0,depth_in_inches,depth_in_cm,Duff,Pre-thinning
2021,FOR06,trmt,post,2021-10-19,FOR06_H1,H1,2,dl,duff,0.3937007874,0.999999999996,depth_in_inches,depth_in_cm,Duff,Post-thinning
2021,FOR06,cont,pre,2021-06-16,FOR06_H2,H2,2,dl,duff,0,0,depth_in_inches,depth_in_cm,Duff,Pre-thinning
2021,FOR06,trmt,post,2021-10-19,FOR06_H2,H2,2,dl,duff,0,0,depth_in_inches,depth_in_cm,Duff,Post-thinning
2021,FOR06,cont,pre,2021-06-16,FOR06_H3,H3,2,dl,duff,0,0,depth_in_inches,depth_in_cm,Duff,Pre-thinning
2021,FOR06,trmt,post,2021-10-19,FOR06_H3,H3,2,dl,duff,0,0,depth_in_inches,depth_in_cm,Duff,Post-thinning
2021,FOR07,cont,pre,2021-06-10,FOR07_H1,H1,2,dl,duff,0.3937007874,0.999999999996,depth_in_inches,depth_in_cm,Duff,Pre-thinning
2021,FOR07,trmt,post,2021-10-18,FOR07_H1,H1,2,dl,duff,0,0,depth_in_inches,depth_in_cm,Duff,Post-thinning
2021,FOR07,cont,pre,2021-06-10,FOR07_H2,H2,2,dl,duff,1.5748031496,3.999999999984,depth_in_inches,depth_in_cm,Duff,Pre-thinning
2021,FOR07,trmt,post,2021-10-18,FOR07_H2,H2,2,dl,duff,0.3937007874,0.999999999996,depth_in_inches,depth_in_cm,Duff,Post-thinning
2021,FOR07,cont,pre,2021-06-10,FOR07_H3,H3,2,dl,duff,0.3937007874,0.999999999996,depth_in_inches,depth_in_cm,Duff,Pre-thinning
2021,FOR07,trmt,post,2021-10-18,FOR07_H3,H3,2,dl,duff,0.3937007874,0.999999999996,depth_in_inches,depth_in_cm,Duff,Post-thinning
2021,FOR08,cont,pre,2021-06-15,FOR08_H1,H1,2,dl,duff,0,0,depth_in_inches,depth_in_cm,Duff,Pre-thinning
2021,FOR08,trmt,post,2021-10-19,FOR08_H1,H1,2,dl,duff,0.7874015748,1.999999999992,depth_in_inches,depth_in_cm,Duff,Post-thinning
2021,FOR08,cont,pre,2021-06-15,FOR08_H2,H2,2,dl,duff,0.3937007874,0.999999999996,depth_in_inches,depth_in_cm,Duff,Pre-thinning
2021,FOR08,trmt,post,2021-10-19,FOR08_H2,H2,2,dl,duff,1.968503937,4.99999999998,depth_in_inches,depth_in_cm,Duff,Post-thinning
2021,FOR08,cont,pre,2021-06-15,FOR08_H3,H3,2,dl,duff,0.7874015748,1.999999999992,depth_in_inches,depth_in_cm,Duff,Pre-thinning
2021,FOR08,trmt,post,2021-10-19,FOR08_H3,H3,2,dl,duff,0.7874015748,1.999999999992,depth_in_inches,depth_in_cm,Duff,Post-thinning
2021,FOR10,cont,pre,2021-06-09,FOR10_H1,H1,2,dl,duff,0.3937007874,0.999999999996,depth_in_inches,depth_in_cm,Duff,Pre-thinning
2021,FOR10,trmt,post,2021-12-09,FOR10_H1,H1,2,dl,duff,0.3937007874,0.999999999996,depth_in_inches,depth_in_cm,Duff,Post-thinning
2021,FOR10,cont,pre,2021-06-09,FOR10_H2,H2,2,dl,duff,0,0,depth_in_inches,depth_in_cm,Duff,Pre-thinning
2021,FOR10,trmt,post,2021-12-09,FOR10_H2,H2,2,dl,duff,0.3937007874,0.999999999996,depth_in_inches,depth_in_cm,Duff,Post-thinning
2021,FOR10,cont,pre,2021-06-09,FOR10_H3,H3,2,dl,duff,0,0,depth_in_inches,depth_in_cm,Duff,Pre-thinning
2021,FOR10,trmt,post,2021-12-09,FOR10_H3,H3,2,dl,duff,0,0,depth_in_inches,depth_in_cm,Duff,Post-thinning
