fuel_type,fuel_class,plot_id,n_transect,quadrat,plot_tran,time,si_value,si_units,us_value,us_units,lab_time,lab_fuel,lab_class,lab_time_abbr,order_class,order_time
wd,hr1000r,FOR06,1,NA,FOR06_1,t2,0,Metric tons per hectare,0,Tons per acre,Post-thinning,Coarse woody debris,1000-hr rotten,Post-thin,4,2
wd,hr1000r,FOR06,2,NA,FOR06_2,t1,0,Metric tons per hectare,0,Tons per acre,Pre-thinning,Coarse woody debris,1000-hr rotten,Pre-thin,4,1
wd,hr1000r,FOR06,2,NA,FOR06_2,t2,0,Metric tons per hectare,0,Tons per acre,Post-thinning,Coarse woody debris,1000-hr rotten,Post-thin,4,2
wd,hr1000r,FOR06,3,NA,FOR06_3,t1,0,Metric tons per hectare,0,Tons per acre,Pre-thinning,Coarse woody debris,1000-hr rotten,Pre-thin,4,1
wd,hr1000r,FOR06,3,NA,FOR06_3,t2,0,Metric tons per hectare,0,Tons per acre,Post-thinning,Coarse woody debris,1000-hr rotten,Post-thin,4,2
wd,hr1000r,FOR07,1,NA,FOR07_1,t1,0,Metric tons per hectare,0,Tons per acre,Pre-thinning,Coarse woody debris,1000-hr rotten,Pre-thin,4,1
wd,hr1000r,FOR07,1,NA,FOR07_1,t2,0,Metric tons per hectare,0,Tons per acre,Post-thinning,Coarse woody debris,1000-hr rotten,Post-thin,4,2
wd,hr1000r,FOR07,2,NA,FOR07_2,t1,0,Metric tons per hectare,0,Tons per acre,Pre-thinning,Coarse woody debris,1000-hr rotten,Pre-thin,4,1
wd,hr1000r,FOR07,2,NA,FOR07_2,t2,0,Metric tons per hectare,0,Tons per acre,Post-thinning,Coarse woody debris,1000-hr rotten,Post-thin,4,2
wd,hr1000r,FOR07,3,NA,FOR07_3,t1,0,Metric tons per hectare,0,Tons per acre,Pre-thinning,Coarse woody debris,1000-hr rotten,Pre-thin,4,1
wd,hr1000r,FOR07,3,NA,FOR07_3,t2,0,Metric tons per hectare,0,Tons per acre,Post-thinning,Coarse woody debris,1000-hr rotten,Post-thin,4,2
wd,hr1000r,FOR08,1,NA,FOR08_1,t1,0,Metric tons per hectare,0,Tons per acre,Pre-thinning,Coarse woody debris,1000-hr rotten,Pre-thin,4,1
wd,hr1000r,FOR08,1,NA,FOR08_1,t2,0,Metric tons per hectare,0,Tons per acre,Post-thinning,Coarse woody debris,1000-hr rotten,Post-thin,4,2
wd,hr1000r,FOR08,2,NA,FOR08_2,t1,104.43448381951707,Metric tons per hectare,46.58094728792019,Tons per acre,Pre-thinning,Coarse woody debris,1000-hr rotten,Pre-thin,4,1
wd,hr1000r,FOR08,2,NA,FOR08_2,t2,0,Metric tons per hectare,0,Tons per acre,Post-thinning,Coarse woody debris,1000-hr rotten,Post-thin,4,2
wd,hr1000r,FOR08,3,NA,FOR08_3,t1,0,Metric tons per hectare,0,Tons per acre,Pre-thinning,Coarse woody debris,1000-hr rotten,Pre-thin,4,1
wd,hr1000r,FOR08,3,NA,FOR08_3,t2,0,Metric tons per hectare,0,Tons per acre,Post-thinning,Coarse woody debris,1000-hr rotten,Post-thin,4,2
wd,hr1000r,FOR10,1,NA,FOR10_1,t1,0,Metric tons per hectare,0,Tons per acre,Pre-thinning,Coarse woody debris,1000-hr rotten,Pre-thin,4,1
wd,hr1000r,FOR10,1,NA,FOR10_1,t2,0,Metric tons per hectare,0,Tons per acre,Post-thinning,Coarse woody debris,1000-hr rotten,Post-thin,4,2
wd,hr1000r,FOR10,2,NA,FOR10_2,t1,0,Metric tons per hectare,0,Tons per acre,Pre-thinning,Coarse woody debris,1000-hr rotten,Pre-thin,4,1
wd,hr1000r,FOR10,2,NA,FOR10_2,t2,0,Metric tons per hectare,0,Tons per acre,Post-thinning,Coarse woody debris,1000-hr rotten,Post-thin,4,2
wd,hr1000r,FOR10,3,NA,FOR10_3,t1,0,Metric tons per hectare,0,Tons per acre,Pre-thinning,Coarse woody debris,1000-hr rotten,Pre-thin,4,1
wd,hr1000r,FOR10,3,NA,FOR10_3,t2,0,Metric tons per hectare,0,Tons per acre,Post-thinning,Coarse woody debris,1000-hr rotten,Post-thin,4,2
dl,litter,FOR05,1,1,FOR05_1,t1,4.99999999998,Depth in centimeters,1.968503937,Depth in inches,Pre-thinning,Duff & litter,Litter,Pre-thin,3,1
dl,litter,FOR05,1,1,FOR05_1,t2,6.999999999972,Depth in centimeters,2.7559055118,Depth in inches,Post-thinning,Duff & litter,Litter,Post-thin,3,2
dl,litter,FOR05,2,1,FOR05_2,t1,3.999999999984,Depth in centimeters,1.5748031496,Depth in inches,Pre-thinning,Duff & litter,Litter,Pre-thin,3,1
dl,litter,FOR05,2,1,FOR05_2,t2,4.99999999998,Depth in centimeters,1.968503937,Depth in inches,Post-thinning,Duff & litter,Litter,Post-thin,3,2
dl,litter,FOR05,3,1,FOR05_3,t1,6.999999999972,Depth in centimeters,2.7559055118,Depth in inches,Pre-thinning,Duff & litter,Litter,Pre-thin,3,1
dl,litter,FOR05,3,1,FOR05_3,t2,3.999999999984,Depth in centimeters,1.5748031496,Depth in inches,Post-thinning,Duff & litter,Litter,Post-thin,3,2
dl,litter,FOR06,1,1,FOR06_1,t1,5.999999999976,Depth in centimeters,2.3622047243999997,Depth in inches,Pre-thinning,Duff & litter,Litter,Pre-thin,3,1
dl,litter,FOR06,1,1,FOR06_1,t2,1.999999999992,Depth in centimeters,0.7874015748,Depth in inches,Post-thinning,Duff & litter,Litter,Post-thin,3,2
dl,litter,FOR06,2,1,FOR06_2,t1,1.999999999992,Depth in centimeters,0.7874015748,Depth in inches,Pre-thinning,Duff & litter,Litter,Pre-thin,3,1
dl,litter,FOR06,2,1,FOR06_2,t2,3.999999999984,Depth in centimeters,1.5748031496,Depth in inches,Post-thinning,Duff & litter,Litter,Post-thin,3,2
dl,litter,FOR06,3,1,FOR06_3,t1,6.999999999972,Depth in centimeters,2.7559055118,Depth in inches,Pre-thinning,Duff & litter,Litter,Pre-thin,3,1
dl,litter,FOR06,3,1,FOR06_3,t2,1.999999999992,Depth in centimeters,0.7874015748,Depth in inches,Post-thinning,Duff & litter,Litter,Post-thin,3,2
dl,litter,FOR07,1,1,FOR07_1,t1,1.999999999992,Depth in centimeters,0.7874015748,Depth in inches,Pre-thinning,Duff & litter,Litter,Pre-thin,3,1
dl,litter,FOR07,1,1,FOR07_1,t2,4.499999999981999,Depth in centimeters,1.7716535432999998,Depth in inches,Post-thinning,Duff & litter,Litter,Post-thin,3,2
dl,litter,FOR07,2,1,FOR07_2,t1,1.999999999992,Depth in centimeters,0.7874015748,Depth in inches,Pre-thinning,Duff & litter,Litter,Pre-thin,3,1
dl,litter,FOR07,2,1,FOR07_2,t2,1.999999999992,Depth in centimeters,0.7874015748,Depth in inches,Post-thinning,Duff & litter,Litter,Post-thin,3,2
dl,litter,FOR07,3,1,FOR07_3,t1,4.99999999998,Depth in centimeters,1.968503937,Depth in inches,Pre-thinning,Duff & litter,Litter,Pre-thin,3,1
dl,litter,FOR07,3,1,FOR07_3,t2,1.999999999992,Depth in centimeters,0.7874015748,Depth in inches,Post-thinning,Duff & litter,Litter,Post-thin,3,2
dl,litter,FOR08,1,1,FOR08_1,t1,0.999999999996,Depth in centimeters,0.3937007874,Depth in inches,Pre-thinning,Duff & litter,Litter,Pre-thin,3,1
dl,litter,FOR08,1,1,FOR08_1,t2,2.999999999988,Depth in centimeters,1.1811023621999999,Depth in inches,Post-thinning,Duff & litter,Litter,Post-thin,3,2
dl,litter,FOR08,2,1,FOR08_2,t1,0.999999999996,Depth in centimeters,0.3937007874,Depth in inches,Pre-thinning,Duff & litter,Litter,Pre-thin,3,1
dl,litter,FOR08,2,1,FOR08_2,t2,2.999999999988,Depth in centimeters,1.1811023621999999,Depth in inches,Post-thinning,Duff & litter,Litter,Post-thin,3,2
dl,litter,FOR08,3,1,FOR08_3,t1,4.99999999998,Depth in centimeters,1.968503937,Depth in inches,Pre-thinning,Duff & litter,Litter,Pre-thin,3,1
dl,litter,FOR08,3,1,FOR08_3,t2,2.999999999988,Depth in centimeters,1.1811023621999999,Depth in inches,Post-thinning,Duff & litter,Litter,Post-thin,3,2
dl,litter,FOR10,1,1,FOR10_1,t1,6.999999999972,Depth in centimeters,2.7559055118,Depth in inches,Pre-thinning,Duff & litter,Litter,Pre-thin,3,1
dl,litter,FOR10,1,1,FOR10_1,t2,0.999999999996,Depth in centimeters,0.3937007874,Depth in inches,Post-thinning,Duff & litter,Litter,Post-thin,3,2
dl,litter,FOR10,2,1,FOR10_2,t1,1.999999999992,Depth in centimeters,0.7874015748,Depth in inches,Pre-thinning,Duff & litter,Litter,Pre-thin,3,1
dl,litter,FOR10,2,1,FOR10_2,t2,1.999999999992,Depth in centimeters,0.7874015748,Depth in inches,Post-thinning,Duff & litter,Litter,Post-thin,3,2
dl,litter,FOR10,3,1,FOR10_3,t1,3.999999999984,Depth in centimeters,1.5748031496,Depth in inches,Pre-thinning,Duff & litter,Litter,Pre-thin,3,1
dl,litter,FOR10,3,1,FOR10_3,t2,0.999999999996,Depth in centimeters,0.3937007874,Depth in inches,Post-thinning,Duff & litter,Litter,Post-thin,3,2
dl,litter,FOR05,1,2,FOR05_1,t1,5.999999999976,Depth in centimeters,2.3622047243999997,Depth in inches,Pre-thinning,Duff & litter,Litter,Pre-thin,4,1
dl,litter,FOR05,1,2,FOR05_1,t2,2.999999999988,Depth in centimeters,1.1811023621999999,Depth in inches,Post-thinning,Duff & litter,Litter,Post-thin,4,2
dl,litter,FOR05,2,2,FOR05_2,t1,5.999999999976,Depth in centimeters,2.3622047243999997,Depth in inches,Pre-thinning,Duff & litter,Litter,Pre-thin,4,1
dl,litter,FOR05,2,2,FOR05_2,t2,3.999999999984,Depth in centimeters,1.5748031496,Depth in inches,Post-thinning,Duff & litter,Litter,Post-thin,4,2
dl,litter,FOR05,3,2,FOR05_3,t1,1.999999999992,Depth in centimeters,0.7874015748,Depth in inches,Pre-thinning,Duff & litter,Litter,Pre-thin,4,1
dl,litter,FOR05,3,2,FOR05_3,t2,1.999999999992,Depth in centimeters,0.7874015748,Depth in inches,Post-thinning,Duff & litter,Litter,Post-thin,4,2
dl,litter,FOR06,1,2,FOR06_1,t1,2.999999999988,Depth in centimeters,1.1811023621999999,Depth in inches,Pre-thinning,Duff & litter,Litter,Pre-thin,4,1
dl,litter,FOR06,1,2,FOR06_1,t2,2.999999999988,Depth in centimeters,1.1811023621999999,Depth in inches,Post-thinning,Duff & litter,Litter,Post-thin,4,2
dl,litter,FOR06,2,2,FOR06_2,t1,0.999999999996,Depth in centimeters,0.3937007874,Depth in inches,Pre-thinning,Duff & litter,Litter,Pre-thin,4,1
dl,litter,FOR06,2,2,FOR06_2,t2,1.999999999992,Depth in centimeters,0.7874015748,Depth in inches,Post-thinning,Duff & litter,Litter,Post-thin,4,2
dl,litter,FOR06,3,2,FOR06_3,t1,5.999999999976,Depth in centimeters,2.3622047243999997,Depth in inches,Pre-thinning,Duff & litter,Litter,Pre-thin,4,1
dl,litter,FOR06,3,2,FOR06_3,t2,1.999999999992,Depth in centimeters,0.7874015748,Depth in inches,Post-thinning,Duff & litter,Litter,Post-thin,4,2
dl,litter,FOR07,1,2,FOR07_1,t1,3.999999999984,Depth in centimeters,1.5748031496,Depth in inches,Pre-thinning,Duff & litter,Litter,Pre-thin,4,1
dl,litter,FOR07,1,2,FOR07_1,t2,1.499999999994,Depth in centimeters,0.5905511810999999,Depth in inches,Post-thinning,Duff & litter,Litter,Post-thin,4,2
dl,litter,FOR07,2,2,FOR07_2,t1,11.999999999952,Depth in centimeters,4.7244094487999995,Depth in inches,Pre-thinning,Duff & litter,Litter,Pre-thin,4,1
dl,litter,FOR07,2,2,FOR07_2,t2,3.999999999984,Depth in centimeters,1.5748031496,Depth in inches,Post-thinning,Duff & litter,Litter,Post-thin,4,2
dl,litter,FOR07,3,2,FOR07_3,t1,3.999999999984,Depth in centimeters,1.5748031496,Depth in inches,Pre-thinning,Duff & litter,Litter,Pre-thin,4,1
dl,litter,FOR07,3,2,FOR07_3,t2,2.999999999988,Depth in centimeters,1.1811023621999999,Depth in inches,Post-thinning,Duff & litter,Litter,Post-thin,4,2
dl,litter,FOR08,1,2,FOR08_1,t1,0.999999999996,Depth in centimeters,0.3937007874,Depth in inches,Pre-thinning,Duff & litter,Litter,Pre-thin,4,1
dl,litter,FOR08,1,2,FOR08_1,t2,0.999999999996,Depth in centimeters,0.3937007874,Depth in inches,Post-thinning,Duff & litter,Litter,Post-thin,4,2
dl,litter,FOR08,2,2,FOR08_2,t1,0.999999999996,Depth in centimeters,0.3937007874,Depth in inches,Pre-thinning,Duff & litter,Litter,Pre-thin,4,1
dl,litter,FOR08,2,2,FOR08_2,t2,2.999999999988,Depth in centimeters,1.1811023621999999,Depth in inches,Post-thinning,Duff & litter,Litter,Post-thin,4,2
dl,litter,FOR08,3,2,FOR08_3,t1,9.99999999996,Depth in centimeters,3.937007874,Depth in inches,Pre-thinning,Duff & litter,Litter,Pre-thin,4,1
dl,litter,FOR08,3,2,FOR08_3,t2,3.999999999984,Depth in centimeters,1.5748031496,Depth in inches,Post-thinning,Duff & litter,Litter,Post-thin,4,2
dl,litter,FOR10,1,2,FOR10_1,t1,2.999999999988,Depth in centimeters,1.1811023621999999,Depth in inches,Pre-thinning,Duff & litter,Litter,Pre-thin,4,1
dl,litter,FOR10,1,2,FOR10_1,t2,0.999999999996,Depth in centimeters,0.3937007874,Depth in inches,Post-thinning,Duff & litter,Litter,Post-thin,4,2
dl,litter,FOR10,2,2,FOR10_2,t1,2.999999999988,Depth in centimeters,1.1811023621999999,Depth in inches,Pre-thinning,Duff & litter,Litter,Pre-thin,4,1
dl,litter,FOR10,2,2,FOR10_2,t2,0.999999999996,Depth in centimeters,0.3937007874,Depth in inches,Post-thinning,Duff & litter,Litter,Post-thin,4,2
dl,litter,FOR10,3,2,FOR10_3,t1,3.999999999984,Depth in centimeters,1.5748031496,Depth in inches,Pre-thinning,Duff & litter,Litter,Pre-thin,4,1
dl,litter,FOR10,3,2,FOR10_3,t2,1.999999999992,Depth in centimeters,0.7874015748,Depth in inches,Post-thinning,Duff & litter,Litter,Post-thin,4,2
dl,duff,FOR05,1,1,FOR05_1,t1,1.999999999992,Depth in centimeters,0.7874015748,Depth in inches,Pre-thinning,Duff & litter,Duff,Pre-thin,1,1
dl,duff,FOR05,1,1,FOR05_1,t2,1.999999999992,Depth in centimeters,0.7874015748,Depth in inches,Post-thinning,Duff & litter,Duff,Post-thin,1,2
dl,duff,FOR05,2,1,FOR05_2,t1,0.999999999996,Depth in centimeters,0.3937007874,Depth in inches,Pre-thinning,Duff & litter,Duff,Pre-thin,1,1
dl,duff,FOR05,2,1,FOR05_2,t2,2.999999999988,Depth in centimeters,1.1811023621999999,Depth in inches,Post-thinning,Duff & litter,Duff,Post-thin,1,2
dl,duff,FOR05,3,1,FOR05_3,t1,0,Depth in centimeters,0,Depth in inches,Pre-thinning,Duff & litter,Duff,Pre-thin,1,1
dl,duff,FOR05,3,1,FOR05_3,t2,0.999999999996,Depth in centimeters,0.3937007874,Depth in inches,Post-thinning,Duff & litter,Duff,Post-thin,1,2
dl,duff,FOR06,1,1,FOR06_1,t1,0,Depth in centimeters,0,Depth in inches,Pre-thinning,Duff & litter,Duff,Pre-thin,1,1
dl,duff,FOR06,1,1,FOR06_1,t2,0,Depth in centimeters,0,Depth in inches,Post-thinning,Duff & litter,Duff,Post-thin,1,2
dl,duff,FOR06,2,1,FOR06_2,t1,0,Depth in centimeters,0,Depth in inches,Pre-thinning,Duff & litter,Duff,Pre-thin,1,1
dl,duff,FOR06,2,1,FOR06_2,t2,0.999999999996,Depth in centimeters,0.3937007874,Depth in inches,Post-thinning,Duff & litter,Duff,Post-thin,1,2
dl,duff,FOR06,3,1,FOR06_3,t1,0,Depth in centimeters,0,Depth in inches,Pre-thinning,Duff & litter,Duff,Pre-thin,1,1
dl,duff,FOR06,3,1,FOR06_3,t2,0,Depth in centimeters,0,Depth in inches,Post-thinning,Duff & litter,Duff,Post-thin,1,2
dl,duff,FOR07,1,1,FOR07_1,t1,0,Depth in centimeters,0,Depth in inches,Pre-thinning,Duff & litter,Duff,Pre-thin,1,1
dl,duff,FOR07,1,1,FOR07_1,t2,0.999999999996,Depth in centimeters,0.3937007874,Depth in inches,Post-thinning,Duff & litter,Duff,Post-thin,1,2
dl,duff,FOR07,2,1,FOR07_2,t1,0,Depth in centimeters,0,Depth in inches,Pre-thinning,Duff & litter,Duff,Pre-thin,1,1
dl,duff,FOR07,2,1,FOR07_2,t2,0.499999999998,Depth in centimeters,0.1968503937,Depth in inches,Post-thinning,Duff & litter,Duff,Post-thin,1,2
dl,duff,FOR07,3,1,FOR07_3,t1,0,Depth in centimeters,0,Depth in inches,Pre-thinning,Duff & litter,Duff,Pre-thin,1,1
dl,duff,FOR07,3,1,FOR07_3,t2,0.999999999996,Depth in centimeters,0.3937007874,Depth in inches,Post-thinning,Duff & litter,Duff,Post-thin,1,2
dl,duff,FOR08,1,1,FOR08_1,t1,0.999999999996,Depth in centimeters,0.3937007874,Depth in inches,Pre-thinning,Duff & litter,Duff,Pre-thin,1,1
dl,duff,FOR08,1,1,FOR08_1,t2,0.999999999996,Depth in centimeters,0.3937007874,Depth in inches,Post-thinning,Duff & litter,Duff,Post-thin,1,2
dl,duff,FOR08,2,1,FOR08_2,t1,2.999999999988,Depth in centimeters,1.1811023621999999,Depth in inches,Pre-thinning,Duff & litter,Duff,Pre-thin,1,1
dl,duff,FOR08,2,1,FOR08_2,t2,1.999999999992,Depth in centimeters,0.7874015748,Depth in inches,Post-thinning,Duff & litter,Duff,Post-thin,1,2
dl,duff,FOR08,3,1,FOR08_3,t1,0.999999999996,Depth in centimeters,0.3937007874,Depth in inches,Pre-thinning,Duff & litter,Duff,Pre-thin,1,1
dl,duff,FOR08,3,1,FOR08_3,t2,1.999999999992,Depth in centimeters,0.7874015748,Depth in inches,Post-thinning,Duff & litter,Duff,Post-thin,1,2
dl,duff,FOR10,1,1,FOR10_1,t1,0,Depth in centimeters,0,Depth in inches,Pre-thinning,Duff & litter,Duff,Pre-thin,1,1
dl,duff,FOR10,1,1,FOR10_1,t2,0,Depth in centimeters,0,Depth in inches,Post-thinning,Duff & litter,Duff,Post-thin,1,2
dl,duff,FOR10,2,1,FOR10_2,t1,0,Depth in centimeters,0,Depth in inches,Pre-thinning,Duff & litter,Duff,Pre-thin,1,1
dl,duff,FOR10,2,1,FOR10_2,t2,0,Depth in centimeters,0,Depth in inches,Post-thinning,Duff & litter,Duff,Post-thin,1,2
dl,duff,FOR10,3,1,FOR10_3,t1,0,Depth in centimeters,0,Depth in inches,Pre-thinning,Duff & litter,Duff,Pre-thin,1,1
dl,duff,FOR10,3,1,FOR10_3,t2,0,Depth in centimeters,0,Depth in inches,Post-thinning,Duff & litter,Duff,Post-thin,1,2
dl,duff,FOR05,1,2,FOR05_1,t1,0.999999999996,Depth in centimeters,0.3937007874,Depth in inches,Pre-thinning,Duff & litter,Duff,Pre-thin,2,1
dl,duff,FOR05,1,2,FOR05_1,t2,0.999999999996,Depth in centimeters,0.3937007874,Depth in inches,Post-thinning,Duff & litter,Duff,Post-thin,2,2
dl,duff,FOR05,2,2,FOR05_2,t1,1.999999999992,Depth in centimeters,0.7874015748,Depth in inches,Pre-thinning,Duff & litter,Duff,Pre-thin,2,1
dl,duff,FOR05,2,2,FOR05_2,t2,0,Depth in centimeters,0,Depth in inches,Post-thinning,Duff & litter,Duff,Post-thin,2,2
dl,duff,FOR05,3,2,FOR05_3,t1,0,Depth in centimeters,0,Depth in inches,Pre-thinning,Duff & litter,Duff,Pre-thin,2,1
dl,duff,FOR05,3,2,FOR05_3,t2,0,Depth in centimeters,0,Depth in inches,Post-thinning,Duff & litter,Duff,Post-thin,2,2
dl,duff,FOR06,1,2,FOR06_1,t1,0,Depth in centimeters,0,Depth in inches,Pre-thinning,Duff & litter,Duff,Pre-thin,2,1
dl,duff,FOR06,1,2,FOR06_1,t2,0.999999999996,Depth in centimeters,0.3937007874,Depth in inches,Post-thinning,Duff & litter,Duff,Post-thin,2,2
dl,duff,FOR06,2,2,FOR06_2,t1,0,Depth in centimeters,0,Depth in inches,Pre-thinning,Duff & litter,Duff,Pre-thin,2,1
dl,duff,FOR06,2,2,FOR06_2,t2,0,Depth in centimeters,0,Depth in inches,Post-thinning,Duff & litter,Duff,Post-thin,2,2
dl,duff,FOR06,3,2,FOR06_3,t1,0,Depth in centimeters,0,Depth in inches,Pre-thinning,Duff & litter,Duff,Pre-thin,2,1
dl,duff,FOR06,3,2,FOR06_3,t2,0,Depth in centimeters,0,Depth in inches,Post-thinning,Duff & litter,Duff,Post-thin,2,2
dl,duff,FOR07,1,2,FOR07_1,t1,0.999999999996,Depth in centimeters,0.3937007874,Depth in inches,Pre-thinning,Duff & litter,Duff,Pre-thin,2,1
dl,duff,FOR07,1,2,FOR07_1,t2,0,Depth in centimeters,0,Depth in inches,Post-thinning,Duff & litter,Duff,Post-thin,2,2
dl,duff,FOR07,2,2,FOR07_2,t1,3.999999999984,Depth in centimeters,1.5748031496,Depth in inches,Pre-thinning,Duff & litter,Duff,Pre-thin,2,1
dl,duff,FOR07,2,2,FOR07_2,t2,0.999999999996,Depth in centimeters,0.3937007874,Depth in inches,Post-thinning,Duff & litter,Duff,Post-thin,2,2
dl,duff,FOR07,3,2,FOR07_3,t1,0.999999999996,Depth in centimeters,0.3937007874,Depth in inches,Pre-thinning,Duff & litter,Duff,Pre-thin,2,1
dl,duff,FOR07,3,2,FOR07_3,t2,0.999999999996,Depth in centimeters,0.3937007874,Depth in inches,Post-thinning,Duff & litter,Duff,Post-thin,2,2
dl,duff,FOR08,1,2,FOR08_1,t1,0,Depth in centimeters,0,Depth in inches,Pre-thinning,Duff & litter,Duff,Pre-thin,2,1
dl,duff,FOR08,1,2,FOR08_1,t2,1.999999999992,Depth in centimeters,0.7874015748,Depth in inches,Post-thinning,Duff & litter,Duff,Post-thin,2,2
dl,duff,FOR08,2,2,FOR08_2,t1,0.999999999996,Depth in centimeters,0.3937007874,Depth in inches,Pre-thinning,Duff & litter,Duff,Pre-thin,2,1
dl,duff,FOR08,2,2,FOR08_2,t2,4.99999999998,Depth in centimeters,1.968503937,Depth in inches,Post-thinning,Duff & litter,Duff,Post-thin,2,2
dl,duff,FOR08,3,2,FOR08_3,t1,1.999999999992,Depth in centimeters,0.7874015748,Depth in inches,Pre-thinning,Duff & litter,Duff,Pre-thin,2,1
dl,duff,FOR08,3,2,FOR08_3,t2,1.999999999992,Depth in centimeters,0.7874015748,Depth in inches,Post-thinning,Duff & litter,Duff,Post-thin,2,2
dl,duff,FOR10,1,2,FOR10_1,t1,0.999999999996,Depth in centimeters,0.3937007874,Depth in inches,Pre-thinning,Duff & litter,Duff,Pre-thin,2,1
dl,duff,FOR10,1,2,FOR10_1,t2,0.999999999996,Depth in centimeters,0.3937007874,Depth in inches,Post-thinning,Duff & litter,Duff,Post-thin,2,2
dl,duff,FOR10,2,2,FOR10_2,t1,0,Depth in centimeters,0,Depth in inches,Pre-thinning,Duff & litter,Duff,Pre-thin,2,1
dl,duff,FOR10,2,2,FOR10_2,t2,0.999999999996,Depth in centimeters,0.3937007874,Depth in inches,Post-thinning,Duff & litter,Duff,Post-thin,2,2
dl,duff,FOR10,3,2,FOR10_3,t1,0,Depth in centimeters,0,Depth in inches,Pre-thinning,Duff & litter,Duff,Pre-thin,2,1
dl,duff,FOR10,3,2,FOR10_3,t2,0,Depth in centimeters,0,Depth in inches,Post-thinning,Duff & litter,Duff,Post-thin,2,2
