fuel_type,fuel_class,plot_id,time,value_norm,si_value,si_units,us_value,us_units,lab_fuel,lab_class,lab_time,lab_time_abbr,order_class,order_time,subset_by,metric
dl,duff,RxF01,2016,0.9132499266836087,2.8575,Depth in centimeters,1.125,Depth in inches,Duff & litter,Duff,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_class_time_plot,mean
dl,duff,RxF01,2017,0.03482131726034756,0.79375,Depth in centimeters,0.3125,Depth in inches,Duff & litter,Duff,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_class_time_plot,mean
dl,duff,RxF01,2019,-0.06968492031845566,0.6032500000000001,Depth in centimeters,0.2375,Depth in inches,Duff & litter,Duff,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_class_time_plot,mean
dl,duff,RxF01,2021,-0.7188680528227157,0.254,Depth in centimeters,0.1,Depth in inches,Duff & litter,Duff,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_class_time_plot,mean
dl,duff,RxF02,2016,1.2975429286165538,3.96875,Depth in centimeters,1.5625,Depth in inches,Duff & litter,Duff,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_class_time_plot,mean
dl,duff,RxF02,2017,0.469252883812802,1.27,Depth in centimeters,0.5,Depth in inches,Duff & litter,Duff,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_class_time_plot,mean
dl,duff,RxF02,2019,-1.3829941271006387,0.0635,Depth in centimeters,0.025,Depth in inches,Duff & litter,Duff,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_class_time_plot,mean
dl,duff,RxF02,2021,-0.7188680528227157,0.254,Depth in centimeters,0.1,Depth in inches,Duff & litter,Duff,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_class_time_plot,mean
dl,duff,RxF03,2016,0.8122178014999129,2.69875,Depth in centimeters,1.0625,Depth in inches,Duff & litter,Duff,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_class_time_plot,mean
dl,duff,RxF03,2017,0.631401894239761,1.74625,Depth in centimeters,0.6875,Depth in inches,Duff & litter,Duff,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_class_time_plot,mean
dl,duff,RxF03,2019,-1.1503493803760079,0.127,Depth in centimeters,0.05,Depth in inches,Duff & litter,Duff,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_class_time_plot,mean
dl,duff,RxF03,2021,-0.355490417839531,0.28575,Depth in centimeters,0.1125,Depth in inches,Duff & litter,Duff,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_class_time_plot,mean
dl,duff,RxF04,2016,1.0245923925400986,3.65125,Depth in centimeters,1.4375,Depth in inches,Duff & litter,Duff,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_class_time_plot,mean
dl,duff,RxF04,2017,0.31863936396437514,1.23825,Depth in centimeters,0.4875,Depth in inches,Duff & litter,Duff,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_class_time_plot,mean
dl,duff,RxF04,2019,-0.355490417839531,0.28575,Depth in centimeters,0.1125,Depth in inches,Duff & litter,Duff,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_class_time_plot,mean
dl,duff,RxF04,2021,0.469252883812802,1.27,Depth in centimeters,0.5,Depth in inches,Duff & litter,Duff,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_class_time_plot,mean
dl,duff,RxF05,2016,0.7188680528227157,2.54,Depth in centimeters,1,Depth in inches,Duff & litter,Duff,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_class_time_plot,mean
dl,duff,RxF05,2017,-0.06968492031845566,0.6032500000000001,Depth in centimeters,0.2375,Depth in inches,Duff & litter,Duff,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_class_time_plot,mean
dl,duff,RxF05,2019,-1.3829941271006387,0.0635,Depth in centimeters,0.025,Depth in inches,Duff & litter,Duff,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_class_time_plot,mean
dl,duff,RxF05,2021,-0.7188680528227157,0.254,Depth in centimeters,0.1,Depth in inches,Duff & litter,Duff,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_class_time_plot,mean
dl,duff,RxF06,2016,1.7316643961222455,5.2387500000000005,Depth in centimeters,2.0625,Depth in inches,Duff & litter,Duff,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_class_time_plot,mean
dl,duff,RxF06,2017,0.21042839424792484,1.11125,Depth in centimeters,0.4375,Depth in inches,Duff & litter,Duff,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_class_time_plot,mean
dl,duff,RxF06,2019,-0.1749599401657325,0.4445,Depth in centimeters,0.175,Depth in inches,Duff & litter,Duff,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_class_time_plot,mean
dl,duff,RxF06,2021,-0.7188680528227157,0.254,Depth in centimeters,0.1,Depth in inches,Duff & litter,Duff,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_class_time_plot,mean
dl,duff,RxF07,2016,2.2004105812100336,6.032500000000001,Depth in centimeters,2.375,Depth in inches,Duff & litter,Duff,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_class_time_plot,mean
dl,duff,RxF07,2017,0.469252883812802,1.27,Depth in centimeters,0.5,Depth in inches,Duff & litter,Duff,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_class_time_plot,mean
dl,duff,RxF07,2019,-0.24616364666135948,0.34925,Depth in centimeters,0.1375,Depth in inches,Duff & litter,Duff,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_class_time_plot,mean
dl,duff,RxF07,2021,-0.7188680528227157,0.254,Depth in centimeters,0.1,Depth in inches,Duff & litter,Duff,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_class_time_plot,mean
dl,duff,RxF08,2016,1.4799413890351922,5.08,Depth in centimeters,2,Depth in inches,Duff & litter,Duff,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_class_time_plot,mean
dl,duff,RxF08,2017,0.10463345561407526,0.8572500000000001,Depth in centimeters,0.3375,Depth in inches,Duff & litter,Duff,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_class_time_plot,mean
dl,duff,RxF08,2019,-1.9145058250555569,0,Depth in centimeters,0,Depth in inches,Duff & litter,Duff,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_class_time_plot,mean
dl,duff,RxF08,2021,-0.7188680528227157,0.254,Depth in centimeters,0.1,Depth in inches,Duff & litter,Duff,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_class_time_plot,mean
dl,duff,RxF09,2016,1.1503493803760079,3.81,Depth in centimeters,1.5,Depth in inches,Duff & litter,Duff,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_class_time_plot,mean
dl,duff,RxF09,2017,0.21042839424792484,1.11125,Depth in centimeters,0.4375,Depth in inches,Duff & litter,Duff,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_class_time_plot,mean
dl,duff,RxF09,2019,-1.9145058250555569,0,Depth in centimeters,0,Depth in inches,Duff & litter,Duff,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_class_time_plot,mean
dl,duff,RxF09,2021,-0.7188680528227157,0.254,Depth in centimeters,0.1,Depth in inches,Duff & litter,Duff,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_class_time_plot,mean
dl,litter,RxF01,2016,-0.24616364666135948,1.5875,Depth in centimeters,0.625,Depth in inches,Duff & litter,Litter,1 Year pre-fire (2016),1-y pre-fire (2016),2,1,type_class_time_plot,mean
dl,litter,RxF01,2017,-0.7188680528227157,0.92075,Depth in centimeters,0.3625,Depth in inches,Duff & litter,Litter,0 Years post-fire (2017),0-y post-fire (2017),2,2,type_class_time_plot,mean
dl,litter,RxF01,2019,0.469252883812802,3.2385,Depth in centimeters,1.275,Depth in inches,Duff & litter,Litter,2 Years post-fire (2019),2-y post-fire (2019),2,3,type_class_time_plot,mean
dl,litter,RxF01,2021,0.8122178014999129,4.28625,Depth in centimeters,1.6875,Depth in inches,Duff & litter,Litter,4 Years post-fire (2021),4-y post-fire (2021),2,4,type_class_time_plot,mean
dl,litter,RxF02,2016,1.2206403488473494,6.0325,Depth in centimeters,2.375,Depth in inches,Duff & litter,Litter,1 Year pre-fire (2016),1-y pre-fire (2016),2,1,type_class_time_plot,mean
dl,litter,RxF02,2017,-0.5084880591093566,1.17475,Depth in centimeters,0.4625,Depth in inches,Duff & litter,Litter,0 Years post-fire (2017),0-y post-fire (2017),2,2,type_class_time_plot,mean
dl,litter,RxF02,2019,1.7316643961222455,8.41375,Depth in centimeters,3.3125,Depth in inches,Duff & litter,Litter,2 Years post-fire (2019),2-y post-fire (2019),2,3,type_class_time_plot,mean
dl,litter,RxF02,2021,-0.24616364666135948,1.5875,Depth in centimeters,0.625,Depth in inches,Duff & litter,Litter,4 Years post-fire (2021),4-y post-fire (2021),2,4,type_class_time_plot,mean
dl,litter,RxF03,2016,0.9132499266836087,4.921250000000001,Depth in centimeters,1.9375,Depth in inches,Duff & litter,Litter,1 Year pre-fire (2016),1-y pre-fire (2016),2,1,type_class_time_plot,mean
dl,litter,RxF03,2017,0.10463345561407526,2.667,Depth in centimeters,1.05,Depth in inches,Duff & litter,Litter,0 Years post-fire (2017),0-y post-fire (2017),2,2,type_class_time_plot,mean
dl,litter,RxF03,2019,-0.3928308136497293,1.27,Depth in centimeters,0.5,Depth in inches,Duff & litter,Litter,2 Years post-fire (2019),2-y post-fire (2019),2,3,type_class_time_plot,mean
dl,litter,RxF03,2021,-0.8122178014999129,0.8572500000000001,Depth in centimeters,0.3375,Depth in inches,Duff & litter,Litter,4 Years post-fire (2021),4-y post-fire (2021),2,4,type_class_time_plot,mean
dl,litter,RxF04,2016,0.3928308136497293,3.01625,Depth in centimeters,1.1875,Depth in inches,Duff & litter,Litter,1 Year pre-fire (2016),1-y pre-fire (2016),2,1,type_class_time_plot,mean
dl,litter,RxF04,2017,-1.1503493803760079,0.508,Depth in centimeters,0.2,Depth in inches,Duff & litter,Litter,0 Years post-fire (2017),0-y post-fire (2017),2,2,type_class_time_plot,mean
dl,litter,RxF04,2019,0.5894557978497785,3.65125,Depth in centimeters,1.4375,Depth in inches,Duff & litter,Litter,2 Years post-fire (2019),2-y post-fire (2019),2,3,type_class_time_plot,mean
dl,litter,RxF04,2021,-0.03482131726034769,2.38125,Depth in centimeters,0.9375,Depth in inches,Duff & litter,Litter,4 Years post-fire (2021),4-y post-fire (2021),2,4,type_class_time_plot,mean
dl,litter,RxF05,2016,-0.24616364666135948,1.5875,Depth in centimeters,0.625,Depth in inches,Duff & litter,Litter,1 Year pre-fire (2016),1-y pre-fire (2016),2,1,type_class_time_plot,mean
dl,litter,RxF05,2017,-1.2975429286165538,0.34925,Depth in centimeters,0.1375,Depth in inches,Duff & litter,Litter,0 Years post-fire (2017),0-y post-fire (2017),2,2,type_class_time_plot,mean
dl,litter,RxF05,2019,1.2206403488473494,6.0325,Depth in centimeters,2.375,Depth in inches,Duff & litter,Litter,2 Years post-fire (2019),2-y post-fire (2019),2,3,type_class_time_plot,mean
dl,litter,RxF05,2021,-0.9132499266836087,0.762,Depth in centimeters,0.3,Depth in inches,Duff & litter,Litter,4 Years post-fire (2021),4-y post-fire (2021),2,4,type_class_time_plot,mean
dl,litter,RxF06,2016,0.03482131726034756,2.4130000000000003,Depth in centimeters,0.95,Depth in inches,Duff & litter,Litter,1 Year pre-fire (2016),1-y pre-fire (2016),2,1,type_class_time_plot,mean
dl,litter,RxF06,2017,-1.5932188180230502,0.1905,Depth in centimeters,0.07500000000000001,Depth in inches,Duff & litter,Litter,0 Years post-fire (2017),0-y post-fire (2017),2,2,type_class_time_plot,mean
dl,litter,RxF06,2019,2.2004105812100336,9.525,Depth in centimeters,3.75,Depth in inches,Duff & litter,Litter,2 Years post-fire (2019),2-y post-fire (2019),2,3,type_class_time_plot,mean
dl,litter,RxF06,2021,-0.6314018942397609,1.11125,Depth in centimeters,0.4375,Depth in inches,Duff & litter,Litter,4 Years post-fire (2021),4-y post-fire (2021),2,4,type_class_time_plot,mean
dl,litter,RxF07,2016,1.0245923925400986,5.715000000000001,Depth in centimeters,2.25,Depth in inches,Duff & litter,Litter,1 Year pre-fire (2016),1-y pre-fire (2016),2,1,type_class_time_plot,mean
dl,litter,RxF07,2017,-1.0245923925400986,0.53975,Depth in centimeters,0.2125,Depth in inches,Duff & litter,Litter,0 Years post-fire (2017),0-y post-fire (2017),2,2,type_class_time_plot,mean
dl,litter,RxF07,2019,0.7188680528227157,3.96875,Depth in centimeters,1.5625,Depth in inches,Duff & litter,Litter,2 Years post-fire (2019),2-y post-fire (2019),2,3,type_class_time_plot,mean
dl,litter,RxF07,2021,0.31863936396437514,2.8575,Depth in centimeters,1.125,Depth in inches,Duff & litter,Litter,4 Years post-fire (2021),4-y post-fire (2021),2,4,type_class_time_plot,mean
dl,litter,RxF08,2016,0.5894557978497785,3.65125,Depth in centimeters,1.4375,Depth in inches,Duff & litter,Litter,1 Year pre-fire (2016),1-y pre-fire (2016),2,1,type_class_time_plot,mean
dl,litter,RxF08,2017,-1.5932188180230502,0.1905,Depth in centimeters,0.07500000000000001,Depth in inches,Duff & litter,Litter,0 Years post-fire (2017),0-y post-fire (2017),2,2,type_class_time_plot,mean
dl,litter,RxF08,2019,0.1749599401657325,2.69875,Depth in centimeters,1.0625,Depth in inches,Duff & litter,Litter,2 Years post-fire (2019),2-y post-fire (2019),2,3,type_class_time_plot,mean
dl,litter,RxF08,2021,0.24616364666135948,2.82575,Depth in centimeters,1.1125,Depth in inches,Duff & litter,Litter,4 Years post-fire (2021),4-y post-fire (2021),2,4,type_class_time_plot,mean
dl,litter,RxF09,2016,1.4799413890351922,6.3500000000000005,Depth in centimeters,2.5,Depth in inches,Duff & litter,Litter,1 Year pre-fire (2016),1-y pre-fire (2016),2,1,type_class_time_plot,mean
dl,litter,RxF09,2017,-2.2004105812100327,0.127,Depth in centimeters,0.05,Depth in inches,Duff & litter,Litter,0 Years post-fire (2017),0-y post-fire (2017),2,2,type_class_time_plot,mean
dl,litter,RxF09,2019,-0.10463345561407539,1.80975,Depth in centimeters,0.7125,Depth in inches,Duff & litter,Litter,2 Years post-fire (2019),2-y post-fire (2019),2,3,type_class_time_plot,mean
dl,litter,RxF09,2021,-0.5084880591093566,1.17475,Depth in centimeters,0.4625,Depth in inches,Duff & litter,Litter,4 Years post-fire (2021),4-y post-fire (2021),2,4,type_class_time_plot,mean
dl,all,RxF01,2016,0.469252883812802,4.445,Depth in centimeters,1.75,Depth in inches,Duff & litter,All,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_time_plot,total
dl,all,RxF01,2017,-0.6314018942397609,1.7145,Depth in centimeters,0.675,Depth in inches,Duff & litter,All,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_time_plot,total
dl,all,RxF01,2019,0.10463345561407526,3.84175,Depth in centimeters,1.5125,Depth in inches,Duff & litter,All,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_time_plot,total
dl,all,RxF01,2021,0.5485222826980982,4.54025,Depth in centimeters,1.7875,Depth in inches,Duff & litter,All,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_time_plot,total
dl,all,RxF02,2016,1.4799413890351922,10.00125,Depth in centimeters,3.9375,Depth in inches,Duff & litter,All,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_time_plot,total
dl,all,RxF02,2017,-0.24616364666135948,2.44475,Depth in centimeters,0.9625,Depth in inches,Duff & litter,All,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_time_plot,total
dl,all,RxF02,2019,1.0245923925400986,8.47725,Depth in centimeters,3.3375,Depth in inches,Duff & litter,All,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_time_plot,total
dl,all,RxF02,2021,-0.31863936396437514,1.8415,Depth in centimeters,0.725,Depth in inches,Duff & litter,All,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_time_plot,total
dl,all,RxF03,2016,0.8122178014999129,7.620000000000001,Depth in centimeters,3,Depth in inches,Duff & litter,All,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_time_plot,total
dl,all,RxF03,2017,0.3928308136497293,4.41325,Depth in centimeters,1.7375,Depth in inches,Duff & litter,All,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_time_plot,total
dl,all,RxF03,2019,-0.8122178014999129,1.397,Depth in centimeters,0.55,Depth in inches,Duff & litter,All,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_time_plot,total
dl,all,RxF03,2021,-1.2975429286165538,1.143,Depth in centimeters,0.45,Depth in inches,Duff & litter,All,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_time_plot,total
dl,all,RxF04,2016,0.7188680528227157,6.6675,Depth in centimeters,2.625,Depth in inches,Duff & litter,All,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_time_plot,total
dl,all,RxF04,2017,-0.548522282698098,1.74625,Depth in centimeters,0.6875,Depth in inches,Duff & litter,All,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_time_plot,total
dl,all,RxF04,2019,0.1749599401657325,3.937,Depth in centimeters,1.55,Depth in inches,Duff & litter,All,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_time_plot,total
dl,all,RxF04,2021,0.03482131726034756,3.65125,Depth in centimeters,1.4375,Depth in inches,Duff & litter,All,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_time_plot,total
dl,all,RxF05,2016,0.24616364666135948,4.1274999999999995,Depth in centimeters,1.625,Depth in inches,Duff & litter,All,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_time_plot,total
dl,all,RxF05,2017,-2.2004105812100327,0.9525,Depth in centimeters,0.375,Depth in inches,Duff & litter,All,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_time_plot,total
dl,all,RxF05,2019,0.631401894239761,6.096,Depth in centimeters,2.4,Depth in inches,Duff & litter,All,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_time_plot,total
dl,all,RxF05,2021,-1.731664396122245,1.016,Depth in centimeters,0.4,Depth in inches,Duff & litter,All,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_time_plot,total
dl,all,RxF06,2016,0.9132499266836087,7.651750000000001,Depth in centimeters,3.0125,Depth in inches,Duff & litter,All,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_time_plot,total
dl,all,RxF06,2017,-1.0245923925400986,1.3017500000000002,Depth in centimeters,0.5125,Depth in inches,Duff & litter,All,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_time_plot,total
dl,all,RxF06,2019,1.2975429286165538,9.9695,Depth in centimeters,3.925,Depth in inches,Duff & litter,All,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_time_plot,total
dl,all,RxF06,2021,-0.9132499266836087,1.36525,Depth in centimeters,0.5375,Depth in inches,Duff & litter,All,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_time_plot,total
dl,all,RxF07,2016,2.2004105812100336,11.747500000000002,Depth in centimeters,4.625,Depth in inches,Duff & litter,All,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_time_plot,total
dl,all,RxF07,2017,-0.43072729929545744,1.80975,Depth in centimeters,0.7125,Depth in inches,Duff & litter,All,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_time_plot,total
dl,all,RxF07,2019,0.31863936396437514,4.318,Depth in centimeters,1.7,Depth in inches,Duff & litter,All,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_time_plot,total
dl,all,RxF07,2021,-0.03482131726034769,3.1115,Depth in centimeters,1.225,Depth in inches,Duff & litter,All,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_time_plot,total
dl,all,RxF08,2016,1.1503493803760079,8.73125,Depth in centimeters,3.4375,Depth in inches,Duff & litter,All,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_time_plot,total
dl,all,RxF08,2017,-1.4799413890351922,1.0477500000000002,Depth in centimeters,0.4125,Depth in inches,Duff & litter,All,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_time_plot,total
dl,all,RxF08,2019,-0.1749599401657325,2.69875,Depth in centimeters,1.0625,Depth in inches,Duff & litter,All,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_time_plot,total
dl,all,RxF08,2021,-0.10463345561407539,3.07975,Depth in centimeters,1.2125,Depth in inches,Duff & litter,All,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_time_plot,total
dl,all,RxF09,2016,1.7316643961222455,10.16,Depth in centimeters,4,Depth in inches,Duff & litter,All,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_time_plot,total
dl,all,RxF09,2017,-1.1503493803760079,1.23825,Depth in centimeters,0.4875,Depth in inches,Duff & litter,All,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_time_plot,total
dl,all,RxF09,2019,-0.43072729929545744,1.80975,Depth in centimeters,0.7125,Depth in inches,Duff & litter,All,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_time_plot,total
dl,all,RxF09,2021,-0.7188680528227157,1.42875,Depth in centimeters,0.5625,Depth in inches,Duff & litter,All,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_time_plot,total
wd,hr0001,RxF01,2016,1.7316643961222455,1.091226622448371,Metric tons per hectare,0.48672017058357325,Tons per acre,Coarse woody debris,1-hr,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_class_time_plot,mean
wd,hr0001,RxF01,2017,-0.1749599401657325,0.2837991841842865,Metric tons per hectare,0.12658304379316973,Tons per acre,Coarse woody debris,1-hr,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_class_time_plot,mean
wd,hr0001,RxF01,2019,1.1503493803760079,0.715783241279191,Metric tons per hectare,0.31926103536092376,Tons per acre,Coarse woody debris,1-hr,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_class_time_plot,mean
wd,hr0001,RxF01,2021,-0.31863936396437514,0.1649702951490281,Metric tons per hectare,0.07358175519581985,Tons per acre,Coarse woody debris,1-hr,4 Years post-fire (2021),4-y post-fire (2021),1,4,type_class_time_plot,mean
wd,hr0001,RxF02,2016,1.2975429286165538,0.7770472127996413,Metric tons per hectare,0.34658662479912633,Tons per acre,Coarse woody debris,1-hr,1 Year pre-fire (2016),1-y pre-fire (2016),1,1,type_class_time_plot,mean
wd,hr0001,RxF02,2017,0.24616364666135948,0.3331326410490364,Metric tons per hectare,0.14858726184167548,Tons per acre,Coarse woody debris,1-hr,0 Years post-fire (2017),0-y post-fire (2017),1,2,type_class_time_plot,mean
wd,hr0001,RxF02,2019,0.1749599401657325,0.3325849039025033,Metric tons per hectare,0.14834295446141982,Tons per acre,Coarse woody debris,1-hr,2 Years post-fire (2019),2-y post-fire (2019),1,3,type_class_time_plot,mean
